AircraftID,FirstCreated,LastModified,ModeS,ModeSCountry,Country,Registration,CurrentRegDate,PreviousID,FirstRegDate,Status,DeRegDate,Manufacturer,ICAOTypeCode,Type,SerialNo,PopularName,GenericName,AircraftClass,Engines,OwnershipStatus,RegisteredOwners,MTOW,TotalHours,YearBuilt,CofACategory,CofAExpiry,UserNotes,Interested,UserTag,InfoURL,PictureURL1,PictureURL2,PictureURL3,UserBool1,UserBool2,UserBool3,UserBool4,UserBool5,UserString1,UserString2,UserString3,UserString4,UserString5,UserInt1,UserInt2,UserInt3,UserInt4,UserInt5,OperatorFlagCode
27770495,"2026-01-10 20:53:49","2026-01-10 20:53:49",A70A63,"United States","United States",N55281,,,,,,Vultee,VALI,"Vultee BT-13A Valiant",79-805,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-VALI
27770374,"2026-01-10 20:52:07","2026-01-10 20:52:07",392DE2,France,France,F-GLPC,,,,,,Cameron,BALL,"Cameron SS Hot Air Balloon Masque",2794,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
27769240,"2026-01-10 20:47:54","2026-01-10 20:47:54",A570F7,"United States","United States",N45NH,,,,,,Piper,PA31,"Piper PA-31 310 Turbo Navajo B",31-7400984,,,,,,Private,,,1974,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA31
27769241,"2026-01-10 20:47:54","2026-01-10 20:47:54",A3EF43,"United States","United States",N3525A,,,,,,Piper,PA22,"Piper PA-22 135 Tri-Pacer",22-1797,,,,,,Private,,,1953,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA22
27769155,"2026-01-10 20:35:10","2026-01-10 20:35:10",A8893E,"United States","United States",N64910,,,,,,"Raven Aerostar",BALL,"Raven Aerostar S-57A Hot Air Balloon",S57A-3026,,,,,,Private,,,1987,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
27769002,"2026-01-10 20:33:05","2026-01-10 20:33:05",A61F9B,"United States","United States",N494GS,,,,,,Bell,B06,"Bell 206L Long Ranger",45494,,,,,,Private,,,1980,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B06
27766426,"2026-01-10 19:59:15","2026-01-10 19:59:15",A96F74,"United States","United States",N707KD,,,,,,Grumman,GLF2,"Grumman GII SP",214,,,,,,"Wing-It Aviation",,,1977,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLF2
27766203,"2026-01-10 19:56:09","2026-01-10 19:56:09",395531,France,France,F-GVJR,,,,,,Piper,P28A,"Piper PA-28 181 Archer III",2843025,,,,,,Private,,,1996,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28A
25108432,"2025-10-03 19:58:45","2026-01-10 19:24:45",04C35A,Kenya,Kenya,5Y-EBB,,,,,,Embraer,E120,"Embraer EMB-120RT Brasilia",120268,,,,,,Private,,,1991,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-E120
27763100,"2026-01-10 19:15:14","2026-01-10 19:15:14",4B4C39,Switzerland,Switzerland,HB-1938,,,,,,Rolladen-Schneider,GLID,"Rolladen-Schneider LS6",6163,,,,,,Private,,,1987,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLID
27763101,"2026-01-10 19:15:14","2026-01-10 19:15:14",A187B7,"United States","United States",N198UT,,,,,,Piper,P32R,"Piper PA-32R 301T Saratoga II TC",3257012,,,,,,Private,,,1997,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P32R
27762483,"2026-01-10 19:06:27","2026-01-10 19:06:27",A4F90D,"United States","United States",N4198P,,,,,,"Raven Aerostar",BALL,"Raven Aerostar S-55A Hot Air Balloon",S55A-944,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
27762408,"2026-01-10 19:06:03","2026-01-10 19:06:03",A85445,"United States","United States",N357JG,,,,,,"Gulfstream Aerospace",G200,"Gulfstream Aerospace G200",171,,,,,,"JAG Aviation Enterprises LLC",,,2007,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-G200
27762409,"2026-01-10 19:06:03","2026-01-10 19:06:03",141C5B,Russia,Russia,RA-07259,,,,,,"Airbus Helicopters",AS50,"Airbus Helicopters Squirrel AS.350 B3e",7821,,,,,,Private,,,2014,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-AS50
27759631,"2026-01-10 18:30:15","2026-01-10 18:30:15",3D10BF,Germany,Germany,D-EEPB,,,,,,Wassmer,WA40,"Wassmer Super IV WA.40A",78,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-WA40
27758309,"2026-01-10 18:13:58","2026-01-10 18:13:58",760907,Pakistan,Pakistan,AP-BHG,,,,,,Boeing,B732,"Boeing 737 201",21666,,,,,,"Shaheen Air International",,,1978,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,SAI
27756748,"2026-01-10 17:53:27","2026-01-10 17:53:27",AAD207,"United States","United States",N797AA,,,,,,"Team Rocket",TRF1,"Team Rocket F1 Rocket",017,,,,,,Private,,,2003,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-TRF1
27755681,"2026-01-10 17:40:31","2026-01-10 17:40:31",A315A9,"United States","United States",N29806,,,,,,Taylorcraft,TAYB,"Taylorcraft BC-12D-1",2654,,,,,,Private,,,1941,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-TAYB
27754763,"2026-01-10 17:29:19","2026-01-10 17:29:19",0641D6,Nigeria,Nigeria,5N-BTW,,,,,,AgustaWestland,A139,"AgustaWestland AW.139",41350,,,,,,"Bristow Helicopters Nigeria",,,2013,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,BHN
27752961,"2026-01-10 17:06:43","2026-01-10 17:06:43",403AD3,"United Kingdom","United Kingdom",G-MYXJ,,,,,,"Mainair Sports",ULAC,"Mainair Sports Mainair Blade",1048-0795-7-W846,,,,,,Private,,,1995,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ULAC
27752382,"2026-01-10 17:00:12","2026-01-10 17:00:12",AD2E0E,"United States","United States",N9486D,,,,,,Cessna,C72R,"Cessna 172RG Cutlass RG",172RG1182,,,,,,Private,,,1985,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C72R
27752119,"2026-01-10 16:56:28","2026-01-10 16:56:28",A139BF,"United States","United States",N17830,,,,,,Piper,J2,"Piper J-2 Cub",1265,,,,,,Private,,,1937,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-J2
27751990,"2026-01-10 16:54:59","2026-01-10 16:54:59",7BB06B,China,China,B-2638,,,,,,Boeing,B738,"Boeing 737NG 8Q8",28220,,,,,,"Hainan Airlines",,,1999,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B738
27751868,"2026-01-10 16:53:36","2026-01-10 16:53:36",406931,"United Kingdom","United Kingdom",G-DERU,,,,,,Schempp-Hirth,NIMB,"Schempp-Hirth Nimbus 3",13,,,,,,Private,,,1982,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-NIMB
27750207,"2026-01-10 16:34:07","2026-01-10 16:34:07",A007DA,"United States","United States",N10056,,,,,,"Thrush Aircraft",ZZZZ,"Thrush Aircraft Turbo Thrush",H80-232DC,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ZZZZ
27747235,"2026-01-10 15:58:44","2026-01-10 15:58:44",A1A75B,"United States","United States",N2053D,,,,,,"Firefly Balloons",BALL,"Firefly Balloons Firefly 8B-15 Hot Air Balloon",F8B-2088,,,,,,Private,,,2006,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
27745891,"2026-01-10 15:41:38","2026-01-10 15:41:38",155578,Russia,Russia,RA-87416,,,,,,Yakovlev,YK40,"Yakovlev Yak-40",9420834,,,,,,"Yamal Airlines",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,LLM
27745008,"2026-01-10 15:30:31","2026-01-10 15:30:31",A2EE83,"United States","United States",N2883Q,,,,,,Piper,PA34,"Piper PA-34 200T Seneca II",34-7970326,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA34
27745009,"2026-01-10 15:30:31","2026-01-10 15:30:31",AC9866,"United States","United States",N910TT,,,,,,"Compagnie DAHER",TBM9,"Compagnie DAHER TBM 910",1251,,,,,,"Mr Gus Gus LLC",,,2018,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-TBM9
27744422,"2026-01-10 15:24:02","2026-01-10 15:24:02",A70069,"United States","United States",N550LD,,,,,,Cessna,C550,"Cessna Citation II",550-0323,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C550
27744091,"2026-01-10 15:20:02","2026-01-10 15:20:02",403C09,"United Kingdom","United Kingdom",G-TTOY,,,,,,CFM,ULAC,"CFM Streak Shadow SA",K.233,,,,,,Private,,,1996,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ULAC
27743399,"2026-01-10 15:12:04","2026-01-10 15:12:04",A22D53,"United States","United States",XA-TRN,,,,,,Bell,B407,"Bell 407",53411,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B407
27743019,"2026-01-10 15:04:11","2026-01-10 15:04:11",A45467,"United States","United States",N3784,,,,,,Brantly,BRB2,"Brantly B-2",155,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BRB2
27741519,"2026-01-10 14:46:58","2026-01-10 14:46:58",ADF3A7,"United States","United States",N99869,,,,,,LET,GLID,"LET L-13 Blanik",026524,,,,,,Private,,,1975,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLID
27741184,"2026-01-10 14:43:05","2026-01-10 14:43:05",A8D8B1,"United States","United States",N6695B,,,,,,Cessna,C310,"Cessna 310C",35796,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C310
27740874,"2026-01-10 14:39:49","2026-01-10 14:39:49",00834F,"South Africa","South Africa",ZS-BFY,,,,,,Cessna,C195,"Cessna 195",7165,,,,,,Private,,,1948,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C195
27740237,"2026-01-10 14:31:56","2026-01-10 14:31:56",730605,Iran,Iran,EP-APE,,,,,,Airbus,A320,"Airbus A320 231",414,,,,,,"Iran Aseman Airlines",,,1993,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,IRC
27739784,"2026-01-10 14:26:49","2026-01-10 14:26:49",ACB385,"United States","United States",N311JF,,,,,,Piper,PA46,"Piper PA-46 350P Malibu Mirage",4622039,,,,,,Private,,,1989,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA46
27739519,"2026-01-10 14:23:40","2026-01-10 14:23:40",A48CB1,"United States","United States",N39209,,,,,,Bowers,FB1A,"Bowers Fly Baby",483-1-JS,,,,,,Private,,,1986,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-FB1A
27739291,"2026-01-10 14:21:05","2026-01-10 14:21:05",4B2B15,Switzerland,Switzerland,HB-QIF,,,,,,"Schroeder Fire Balloons",BALL,"Schroeder Fire Balloons G34/24 Hot Air Balloon",881,,,,,,Private,,,2001,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
27739145,"2026-01-10 14:18:55","2026-01-10 14:18:55",A14342,"United States","United States",N18012,,,,,,Beech,BE77,"Beech Skipper 77",WA-276,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BE77
27738731,"2026-01-10 14:13:55","2026-01-10 14:13:55",AC1B7A,"United States","United States",N87999,,,,,,"North American",P51,"North American P-51D Mustang",45-003315,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P51
27738687,"2026-01-10 14:13:15","2026-01-10 14:13:15",AE19BE,"United States","United States",81-0952,,,,,,Fairchild,A10,"Fairchild A-10C Thunderbolt II",A10-0647,,,,,,"United States Air Force",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,
27738094,"2026-01-10 14:05:59","2026-01-10 14:05:59",AD2F2E,"United States","United States",N949GA,,,,,,"Gulfstream Aerospace",GA6C,"Gulfstream Aerospace GVII-G600",73049,,,,,,"Gulfstream Aerospace Corp",,,2020,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GA6C
27736035,"2026-01-10 13:39:01","2026-01-10 13:39:01",E4826F,Brazil,Brazil,PT-CBA,,,,,,"Hawker Beechcraft Corp",PRM1,"Hawker Beechcraft Corp Premier I",RB-222,,,,,,"Savon Industria Comercio Importacao e Exportacao Ltda",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PRM1
27735963,"2026-01-10 13:38:11","2026-01-10 13:38:11",A3E689,"United States","United States",N350TU,,,,,,"Textron Aviation",B350,"Textron Aviation King Air B350",FL-1069,,,,,,"Textron Aviation Inc",,,2016,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B350
27735602,"2026-01-10 13:34:24","2026-01-10 13:34:24",508055,Ukraine,Ukraine,ST-TAC,,,,,,Yakovlev,YK42,"Yakovlev Yak-42 D",4520423304016,,,,,,"Tarco Air",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,TRQ
27735423,"2026-01-10 13:32:09","2026-01-10 13:32:09",A4C5A2,"United States","United States",N40620,,,,,,Maule,M4,"Maule M-4 220C Strata Rocket",2142C,,,,,,Private,,,1972,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-M4
27734261,"2026-01-10 13:17:25","2026-01-10 13:17:25",A513A8,"United States","United States",N426TX,,,,,,Cessna,C402,"Cessna 402",402-0243,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C402
27733441,"2026-01-10 13:07:51","2026-01-10 13:07:51",A6D911,"United States","United States",N540MT,,,,,,"Team Rocket",TRF1,"Team Rocket F1 Rocket EVO",132,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-TRF1
27732642,"2026-01-10 12:58:39","2026-01-10 12:58:39",3A232E,French_Overseas,French_Overseas,F-OIZO,,,,,,Robinson,R22,"Robinson R22 Mariner II",3296M,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-R22
27732497,"2026-01-10 12:57:17","2026-01-10 12:57:17",AB71C8,"United States","United States",N83654,,,,,,Aeronca,CH7A,"Aeronca Champion 7AC",7AC-2332,,,,,,Private,,,1946,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-CH7A
27729442,"2026-01-10 12:20:50","2026-01-10 12:20:50",A4A89C,"United States","United States",N4GY,,,,,,Cessna,C210,"Cessna 210B",21057977,,,,,,Private,,,1962,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C210
27729349,"2026-01-10 12:19:39","2026-01-10 12:19:39",88044C,Thailand,Thailand,HS-ABL,,,,,,Airbus,A320,"Airbus A320 216",4126,,,,,,"Thai AirAsia",,,2009,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,AIQ
27729249,"2026-01-10 12:18:37","2026-01-10 12:18:37",008DB8,"South Africa","South Africa",ZS-FEL,,,,,,"De Havilland",DH82,"De Havilland Tiger Moth DH.82A",3852,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-DH82
27728720,"2026-01-10 12:12:28","2026-01-10 12:12:28",A4B702,"United States","United States",N4024Q,,,,,,Cessna,C402,"Cessna 401",401-0124,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C402
27728270,"2026-01-10 12:07:06","2026-01-10 12:07:06",A02A45,"United States","United States",N11EG,,,,,,Piper,PA27,"Piper PA-23 Aztec 250",27-76,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA27
27725795,"2026-01-10 11:38:57","2026-01-10 11:38:57",4C805B,Cyprus,Cyprus,5B-DCQ,,,,,,Airbus,A320,"Airbus A320 233",558,,,,,,"Cobalt Air",,,1995,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,FCB
27725160,"2026-01-10 11:31:34","2026-01-10 11:31:34",A2FFC3,"United States","United States",N29231,,,,,,Cessna,C206,"Cessna TU206C Turbo Super Skywagon",TU206-1181,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C206
27725066,"2026-01-10 11:30:44","2026-01-10 11:30:44",AA58F6,"United States","United States",N766MS,,,,,,Embraer,E35L,"Embraer Legacy 650",14501208,,,,,,Corporate,,,2014,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-E35L
27724551,"2026-01-10 11:24:38","2026-01-10 11:24:38",A29126,"United States","United States",N2647,,,,,,Douglas,DC3,"Douglas DC-3 A",4862,,,,,,"Flamenco Airways",,,1942,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-DC3
27723852,"2026-01-10 11:16:52","2026-01-10 11:16:52",A43046,"United States","United States",N3691R,,,,,,"Balloon Works",BALL,"Balloon Works Firefly 8B Hot Air Balloon",F8B-002,,,,,,Private,,,1984,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
27723716,"2026-01-10 11:15:23","2026-01-10 11:15:23",C03A09,Canada,Canada,C-FVZK,,,,,,Cessna,C172,"Cessna 172H Skyhawk",17256101,,,,,,Private,,,1967,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C172
27723196,"2026-01-10 11:09:19","2026-01-10 11:09:19",144D08,Russia,Russia,RA-19720,,,,,,Antonov,AN2,"Antonov An-2 R",1G165-34,,,,,,"Operator Unknown",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-AN2
27722580,"2026-01-10 11:02:08","2026-01-10 11:02:08",AC82ED,"United States","United States",N905NB,,,,,,Dassault,F2TH,"Dassault Falcon 2000LX",174,,,,,,"Executive Jet Management",,,2008,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,EJM
27722152,"2026-01-10 10:57:03","2026-01-10 10:57:03",AD0C80,"United States","United States",N94TH,,,,,,Aerospatiale,AS50,"Aerospatiale Squirrel AS.350 B",2548,,,,,,"Temsco Helicopters Inc",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-AS50
27718342,"2026-01-10 10:12:26","2026-01-10 10:12:26",AAA467,"United States","United States",N785PJ,,,,,,Piper,P46T,"Piper PA-46-500TP",4697232,,,,,,"Elysian Claims SVCS LLC",,,2005,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P46T
27717565,"2026-01-10 10:03:01","2026-01-10 10:03:01",A656A1,"United States","United States",N5072T,,,,,,Cessna,C206,"Cessna 206H Stationair",20608169,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C206
27717428,"2026-01-10 10:01:25","2026-01-10 10:01:25",4B3C97,Switzerland,Switzerland,HB-WYP,,,,,,"Piper Sport Aircraft",CRUZ,"Piper Sport Aircraft Sportcruiser",P1102005,,,,,,Private,,,2011,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-CRUZ
27716119,"2026-01-10 09:45:59","2026-01-10 09:45:59",440895,Austria,Austria,OE-IEE,,,,,,Airbus,A320,"Airbus A320 214",4767,,,,,,"Aigle Azur",,,2011,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,AAF
27715730,"2026-01-10 09:41:29","2026-01-10 09:41:29",A96F28,"United States","United States",N707GC,,,,,,Piper,PA32,"Piper PA-32 301FT Piper 6X",3232049,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA32
27715291,"2026-01-10 09:35:52","2026-01-10 09:35:52",AAE587,"United States","United States",N8009Y,,,,,,Piper,PA30,"Piper PA-30 160 Twin Comanche B",30-1115,,,,,,Private,,,1966,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA30
27714649,"2026-01-10 09:28:43","2026-01-10 09:28:43",A4AE1C,"United States","United States",N400RD,,,,,,"Lancair Columbia",COL4,"Lancair Columbia 400 LC41-550FG",41519,,,,,,Private,,,2005,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-COL4
27714513,"2026-01-10 09:27:24","2026-01-10 09:27:24",896332,"United Arab Emirates","United Arab Emirates",A6-FEA,,,,,,Boeing,B738,"Boeing 737NG 8KN/W",40254,,,,,,Flydubai,,,2012,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,FDB
27714291,"2026-01-10 09:24:55","2026-01-10 09:24:55",402559,"United Kingdom","United Kingdom",G-MNFF,,,,,,"Mainair Sports",ULAC,"Mainair Sports Gemini Flash",371-1185-3,,,,,,Private,,,1985,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ULAC
27713310,"2026-01-10 09:12:47","2026-01-10 09:12:47",AC3ACA,"United States","United States",N8874R,,,,,,"Inter Air",B14C,"Inter Air Bellanca 260 14-19-3",4236,,,,,,Private,,,1964,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B14C
27712931,"2026-01-10 09:07:53","2026-01-10 09:07:53",00935F,"South Africa","South Africa",ZS-HIC,,,,,,Mil,MI8,"Mil Mi-17",103M06,,,,,,"Advanced Aviation Logistics",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-MI8
27712617,"2026-01-10 09:03:59","2026-01-10 09:03:59",A3856A,"United States","United States",N326JH,,,,,,"American Champion",BL8,"American Champion Scout 8GCBC",501-2007,,,,,,Private,,,2007,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BL8
27712157,"2026-01-10 08:57:52","2026-01-10 08:57:52",3F0069,Germany,Germany,D-8146,,,,,,Schempp-Hirth,NIMB,"Schempp-Hirth Nimbus 2",85,,,,,,Private,,,1974,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-NIMB
