AircraftID,FirstCreated,LastModified,ModeS,ModeSCountry,Country,Registration,CurrentRegDate,PreviousID,FirstRegDate,Status,DeRegDate,Manufacturer,ICAOTypeCode,Type,SerialNo,PopularName,GenericName,AircraftClass,Engines,OwnershipStatus,RegisteredOwners,MTOW,TotalHours,YearBuilt,CofACategory,CofAExpiry,UserNotes,Interested,UserTag,InfoURL,PictureURL1,PictureURL2,PictureURL3,UserBool1,UserBool2,UserBool3,UserBool4,UserBool5,UserString1,UserString2,UserString3,UserString4,UserString5,UserInt1,UserInt2,UserInt3,UserInt4,UserInt5,OperatorFlagCode
28118277,"2026-01-13 23:23:26","2026-01-13 23:23:26",A88E41,"United States","United States",N650RR,,,,,,"Gulfstream Aerospace",GLF6,"Gulfstream Aerospace G650",6019,,,,,,"650-I LLC",,,2012,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLF6
28118019,"2026-01-13 23:19:57","2026-01-13 23:19:57",73940B,Israel,Israel,4X-CID,,,,,,Piper,PA27,"Piper PA-23 Aztec 250F",27-7954113,,,,,,Private,,,1979,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA27
28117148,"2026-01-13 23:08:09","2026-01-13 23:08:09",A3A037,"United States","United States",N3324X,,,,,,Cessna,C310,"Cessna 310L",310L-0174,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C310
28116617,"2026-01-13 23:01:38","2026-01-13 23:01:38",39130A,France,France,F-GEYK,,,,,,"Raven Europe",BALL,"Raven Europe S-55A Hot Air Balloon",E-015,,,,,,Private,,,1986,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
28116600,"2026-01-13 23:01:24","2026-01-13 23:01:24",A3EB15,"United States","United States",N3511X,,,,,,Mooney,M20P,"Mooney M.20F Executive 21",670250,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-M20P
28115877,"2026-01-13 22:52:27","2026-01-13 22:52:27",A8D479,"United States","United States",N6681N,,,,,,Cessna,C210,"Cessna 210N Centurion",21063144,,,,,,Private,,,1978,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C210
28115703,"2026-01-13 22:50:14","2026-01-13 22:50:14",3EE7B8,Germany,Germany,D-1825,,,,,,Schempp-Hirth,GLID,"Schempp-Hirth Standard Cirrus",217,,,,,,Private,,,1972,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLID
28115191,"2026-01-13 22:42:56","2026-01-13 22:42:56",A3048C,"United States","United States",N294CD,,,,,,Vans,RV7,"Vans RV-7",72471,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-RV7
28114928,"2026-01-13 22:39:51","2026-01-13 22:39:51",405256,"United Kingdom","United Kingdom",G-CETE,,,,,,Piper,P28A,"Piper PA-28 161 Warrior III",2842079,,,,,,Private,,,2000,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28A
28114481,"2026-01-13 22:34:06","2026-01-13 22:34:06",A85F62,"United States","United States",N639CE,,,,,,Monnett,SRAI,"Monnett Sonerai II L",0730980173,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-SRAI
28113545,"2026-01-13 22:21:35","2026-01-13 22:21:35",C094EB,Canada,Canada,C-IEKG,,,,,,Cosmos,ULAC,"Cosmos Chronos 14M","B 21045",,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ULAC
28113150,"2026-01-13 22:16:16","2026-01-13 22:16:16",A2A3A3,"United States","United States",N2696N,,,,,,Cessna,C120,"Cessna 120",12954,,,,,,Private,,,1947,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C120
28112524,"2026-01-13 22:08:27","2026-01-13 22:08:27",A8F57E,"United States","United States",N6768M,,,,,,Stinson,S108,"Stinson Voyager 108-3",108-4768,,,,,,Private,,,1948,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-S108
28111503,"2026-01-13 21:55:17","2026-01-13 21:55:17",3D283E,Germany,Germany,D-ENMK,,,,,,Denney,FOX,"Denney Kitfox Mk.IV-1200",1788,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-FOX
28111148,"2026-01-13 21:51:12","2026-01-13 21:51:12",394B27,France,France,F-GSZH,,,,,,SOCATA,TOBA,"SOCATA TB10 Tobago",1928,,,,,,Private,,,2000,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-TOBA
28109684,"2026-01-13 21:33:25","2026-01-13 21:33:25",A2BF97,"United States","United States",N2763R,,,,,,Bell,B06,"Bell 206B Jet Ranger III",2743,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B06
28109685,"2026-01-13 21:33:25","2026-01-13 21:33:25",A7443D,"United States","United States",N5677E,,,,,,Cessna,C150,"Cessna 150",17177,,,,,,Private,,,1959,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C150
28109417,"2026-01-13 21:29:52","2026-01-13 21:29:52",155863,Russia,Russia,RA-88163,,,,,,Yakovlev,YK40,"Yakovlev Yak-40",9611746,,,,,,"Vladivostok Air",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-YK40
28108219,"2026-01-13 21:14:05","2026-01-13 21:14:05",3D96C3,Germany,Germany,D-GDIP,,,,,,Piper,PA34,"Piper PA-34 200T Seneca II",34-7670262,,,,,,Private,,,1976,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA34
28108191,"2026-01-13 21:13:48","2026-01-13 21:13:48",30009D,Italy,Italy,I-DAWB,,,,,,"McDonnell Douglas",MD82,"McDonnell Douglas DC-9 82",49197,,,,,,"ITA Airways",,,1984,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,ITY
28107444,"2026-01-13 21:05:02","2026-01-13 21:05:02",A9A0E5,"United States","United States",N71973,,,,,,Luscombe,L8,"Luscombe Silvaire 8A",3400,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-L8
28107259,"2026-01-13 21:02:58","2026-01-13 21:02:58",A6BDFB,"United States","United States",N5330S,,,,,,Cessna,C337,"Cessna 337A Super Skymaster",33700430,,,,,,Private,,,1966,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C337
28106599,"2026-01-13 20:54:40","2026-01-13 20:54:40",A74CC6,"United States","United States",N57HG,,,,,,Cessna,C25A,"Cessna Citation CJ2",525A0098,,,,,,"Cessna Aircraft Company",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C25A
28106330,"2026-01-13 20:51:12","2026-01-13 20:51:12",06A030,Qatar,Qatar,A7-ACF,,,,,,Airbus,A332,"Airbus A330 202",638,,,,,,"Qatar Airways",,,2004,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,QTR
28106252,"2026-01-13 20:50:26","2026-01-13 20:50:26",A527EB,"United States","United States",N518ME,,,,,,Cessna,C25A,"Cessna Citation CJ2",525A0091,,,,,,"Millbrook Air",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C25A
28105092,"2026-01-13 20:35:32","2026-01-13 20:35:32",A8E142,"United States","United States",N671US,,,,,,Boeing,B744,"Boeing 747 451",26477,,,,,,"Delta Air Lines",,,1999,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,DAL
28104001,"2026-01-13 20:22:00","2026-01-13 20:22:00",1458F4,Russia,Russia,RA-22772,,,,,,Mil,MI8,"Mil Mi-8 T",98311643,,,,,,AeroGeo,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-MI8
28103901,"2026-01-13 20:20:42","2026-01-13 20:20:42",ADD5FB,"United States","United States",N9907L,,,,,,"American Aviation",AA1,"American Aviation AA-1B",AA1B-0207,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-AA1
28103533,"2026-01-13 20:16:15","2026-01-13 20:16:15",A4D1D9,"United States","United States",N41AT,,,,,,Piper,P28R,"Piper PA-28R 200 Cherokee Arrow II",28R-7635146,,,,,,Private,,,1975,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28R
28102635,"2026-01-13 20:05:06","2026-01-13 20:05:06",A6026B,"United States","United States",N4868Z,,,,,,Piper,PA22,"Piper PA-22 108 Colt",22-8446,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA22
28102560,"2026-01-13 20:04:17","2026-01-13 20:04:17",AC395B,"United States","United States",N887RP,,,,,,Vans,RV3,"Vans RV-3 A",887,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-RV3
28102067,"2026-01-13 19:58:58","2026-01-13 19:58:58",3986A2,France,France,F-HBVC,,,,,,Eurocopter,EC20,"Eurocopter EC120B Colibri",1633,,,,,,Private,,,2010,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-EC20
28101869,"2026-01-13 19:56:20","2026-01-13 19:56:20",ADB1EC,"United States","United States",N9815K,,,,,,Stinson,S108,"Stinson Voyager 108-2",108-2815,,,,,,Private,,,1947,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-S108
28101549,"2026-01-13 19:52:34","2026-01-13 19:52:34",3D3A9C,Germany,Germany,D-EULG,,,,,,SIAI-Marchetti,S05R,"SIAI-Marchetti S.205 20/R",215,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-S05R
28101046,"2026-01-13 19:46:23","2026-01-13 19:46:23",ACE3CD,"United States","United States",N93F,,,,,,Piper,PA24,"Piper PA-24 180 Comanche",24-1057,,,,,,Private,,,1959,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA24
28100949,"2026-01-13 19:45:11","2026-01-13 19:45:11",A2C7A2,"United States","United States",N27878,,,,,,"Raven Aerostar",BALL,"Raven Aerostar S-55A Hot Air Balloon",S55A-1079,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
28100357,"2026-01-13 19:37:32","2026-01-13 19:37:32",51103B,Estonia,Estonia,ES-PVC,,,,,,Bombardier,LJ60,"Bombardier Learjet 60",60-051,,,,,,Avies,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,AIA
28099005,"2026-01-13 19:20:58","2026-01-13 19:20:58",A55912,"United States","United States",N4437C,,,,,,Kolb,ULAC,"Kolb Twinstar",GRC-1,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ULAC
28098657,"2026-01-13 19:16:48","2026-01-13 19:16:48",68302E,Kazakhstan,Kazakhstan,UP-T3407,,,,,,Tupolev,T134,"Tupolev Tu-134 A-3",49912,,,,,,"Kazakhstan Emercom",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,BEC
28098566,"2026-01-13 19:15:41","2026-01-13 19:15:41",A5CFB2,"United States","United States",N4738C,,,,,,Beech,T34P,"Beech T-34B Mentor",BG-366,,,,,,Private,,,1957,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-T34P
28097635,"2026-01-13 19:04:08","2026-01-13 19:04:08",A89001,"United States","United States",N65064,,,,,,Cessna/Ector,O1,"Cessna/Ector Bird Dog 305A",2031,,,,,,Private,,,1977,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-O1
28096706,"2026-01-13 18:49:51","2026-01-13 18:49:51",A9418F,"United States","United States",N696FT,,,,,,"Advanced Aviation",BUCA,"Advanced Aviation Buccaneer",B2B-005-582,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BUCA
28095616,"2026-01-13 18:36:01","2026-01-13 18:36:01",A9D163,"United States","United States",N7312C,,,,,,Cessna,C206,"Cessna U206G Stationair 6",U20603872,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C206
28095361,"2026-01-13 18:33:07","2026-01-13 18:33:07",4B0538,Switzerland,Switzerland,HB-BZK,,,,,,Cameron,BALL,"Cameron N-120 Hot Air Balloon",3327,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
28095114,"2026-01-13 18:29:38","2026-01-13 18:29:38",A554EC,"United States","United States",N44237,,,,,,Taylorcraft,TAYB,"Taylorcraft BC-12D-1",10037,,,,,,Private,,,1946,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-TAYB
28094785,"2026-01-13 18:25:56","2026-01-13 18:25:56",0D0753,Mexico,Mexico,XA-OVA,,,,,,Bombardier,CL30,"Bombardier Challenger 300",20232,,,,,,"Grupo Aeronautico Ova",,,2008,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-CL30
28094078,"2026-01-13 18:18:00","2026-01-13 18:18:00",C049D1,Canada,Canada,C-GBYU,,,,,,Canadair,CL2P,"Canadair CL-215 -V",1083,,,,,,"Province of Northwest Territories",,,1985,,,,0,,,https://cdn.jetphotos.com/full/5/34234_1636275989.jpg,https://cdn.jetphotos.com/full/5/97813_1624041140.jpg,https://cdn.jetphotos.com/full/5/17584_1485007997.jpg,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-CL2P
28093789,"2026-01-13 18:14:15","2026-01-13 18:14:15",A0AE29,"United States","United States",N143DJ,,,,,,Vans,RV6,"Vans RV-6 A",25837,,,,,,Private,,,2011,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-RV6
28093768,"2026-01-13 18:13:56","2026-01-13 18:13:56",A4548D,"United States","United States",N3785C,,,,,,"Adventure Air",ADVN,"Adventure Air Adventurer",22,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ADVN
28093249,"2026-01-13 18:08:13","2026-01-13 18:08:13",68301E,Kazakhstan,Kazakhstan,UP-T3406,,,,,,Tupolev,T134,"Tupolev Tu-134 A-3",40150,,,,,,"Kazakhstan Emercom",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,BEC
28092475,"2026-01-13 17:58:45","2026-01-13 17:58:45",155237,Russia,Russia,RA-86583,,,,,,Ilyushin,IL62,"Ilyushin IL-62 M",1356851,,,,,,Avianergo,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-IL62
28092393,"2026-01-13 17:57:45","2026-01-13 17:57:45",AA00D4,"United States","United States",N74355,,,,,,"Grumman American",AA5,"Grumman American AA-5B Tiger",AA5B-0205,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-AA5
28091268,"2026-01-13 17:44:11","2026-01-13 17:44:11",4627A5,Finland,Finland,OH-PAJ,,,,,,Piper,PA31,"Piper PA-31 350 Navajo Chieftain",31-8252076,,,,,,Private,,,1982,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA31
920715,"2026-01-12 07:49:15","2026-01-13 17:33:02",A145EC,"United States","United States",N181RT,,,,,,PIPER,PA46,"PIPER PA-46-310P Malibu",,,,,,,Unknown,,,,,,"S3: 2026-01-12 07:46:43",0,asd,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,BLANK1
28088551,"2026-01-13 17:13:07","2026-01-13 17:13:07",C03D4E,Canada,Canada,C-FXFP,,,,,,Bombardier,GLEX,"Bombardier Global 6000",9818,,,,,,"Bombardier Inc",,,2017,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLEX
28088351,"2026-01-13 17:11:00","2026-01-13 17:11:00",A925CE,"United States","United States",N689MW,,,,,,Rutan,VEZE,"Rutan VariEze",689,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-VEZE
28088291,"2026-01-13 17:10:12","2026-01-13 17:10:12",A03F86,"United States","United States",N115HS,,,,,,Cessna,C750,"Cessna Citation X",750-0275,,,,,,"Kaidi Acquisitions LLC",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C750
28088224,"2026-01-13 17:09:29","2026-01-13 17:09:29",3E0EEC,Germany,Germany,D-HWVS,,,,,,Eurocopter,EC45,"Eurocopter MBB-BK 117 C-2 (EC145)",9027,,,,,,"ADAC Luftrettung",,,2002,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-EC45
28087832,"2026-01-13 17:05:22","2026-01-13 17:05:22",A9D3C1,"United States","United States",N732PC,,,,,,Pilatus,PC12,"Pilatus PC-XII 47",732,,,,,,"Laboratory Corporation of America Holdings",,,2006,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PC12
19380810,"2025-05-20 10:52:03","2026-01-13 17:03:45",3D3660,Germany,Germany,D-ESVO,,,,,,Let,Z37P,"Let Cmelak Z-37A",20-18,,,,,,Private,,,1975,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-Z37P
28086585,"2026-01-13 16:51:11","2026-01-13 16:51:11",AA33D6,"United States","United States",N7568U,,,,,,Pietenpol,CAMP,"Pietenpol Aircamper",SHP-1,,,,,,Private,,,1965,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-CAMP
28085322,"2026-01-13 16:36:21","2026-01-13 16:36:21",A0A661,"United States","United States",N14095,,,,,,"Lancair International",LNC4,"Lancair International Lancair IV",LIV-104,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-LNC4
28085094,"2026-01-13 16:33:48","2026-01-13 16:33:48",0B06B2,Cuba,Cuba,CU-T1714,,,,,,Antonov,A158,"Antonov An-158",201-04,,,,,,Cubana,,,2014,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,CUB
28084984,"2026-01-13 16:32:40","2026-01-13 16:32:40",0B0602,Cuba,Cuba,CU-T1538,,,,,,Yakovlev,YK40,"Yakovlev Yak-40",9021260,,,,,,"Aero Caribbean",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-YK40
28084967,"2026-01-13 16:32:33","2026-01-13 16:32:33",C08FC3,Canada,Canada,C-ICLM,,,,,,Birdman,ULAC,"Birdman Chinook WT-11",507,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ULAC
28084480,"2026-01-13 16:26:23","2026-01-13 16:26:23",A72D9C,"United States","United States",N5614Y,,,,,,Piper,PA27,"Piper PA-23 Aztec 250C",27-2723,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA27
28084261,"2026-01-13 16:23:58","2026-01-13 16:23:58",39E2AE,France,France,F-HYVO,,,,,,Dassault,F2TH,"Dassault Falcon 2000EX EASy",111,,,,,,"Dassault Aviation",,,2006,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,DSO
28084199,"2026-01-13 16:23:20","2026-01-13 16:23:20",406F20,"United Kingdom","United Kingdom",G-UMAR,,,,,,Boeing,B735,"Boeing 737 548/W",24968,,,,,,"Oryx Jet Ltd",,,1990,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B735
28083885,"2026-01-13 16:19:57","2026-01-13 16:19:57",AA623C,"United States","United States",N7684Z,,,,,,Piper,PA25,"Piper PA-25 235 Pawnee B",25-3836,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA25
28083743,"2026-01-13 16:18:16","2026-01-13 16:18:16",A7397E,"United States","United States",N565AA,,,,,,"McDonnell Douglas",MD83,"McDonnell Douglas DC-9 83",49347,,,,,,"American Airlines",,,1987,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,AAL
28083306,"2026-01-13 16:13:04","2026-01-13 16:13:04",A6C500,"United States","United States",N535WM,,,,,,Mitsubishi,MU2,"Mitsubishi MU-2B -36  (L)",655,,,,,,"Air 1st Aviation Companies Inc",,,1974,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-MU2
28082972,"2026-01-13 16:09:28","2026-01-13 16:09:28",508132,Ukraine,Ukraine,UR-CFG,,,,,,"McDonnell Douglas",MD82,"McDonnell Douglas DC-9 82",49370,,,,,,"Kish Air",,,1985,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-MD82
28082593,"2026-01-13 16:05:08","2026-01-13 16:05:08",40320B,"United Kingdom","United Kingdom",G-BSOK,,,,,,Piper,P28A,"Piper PA-28 161 Warrior II",28-7816191,,,,,,Private,,,1977,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28A
28081568,"2026-01-13 15:52:42","2026-01-13 15:52:42",E04830,Argentina,Argentina,C-FZOP,,,,,,Dassault,FA10,"Dassault Falcon 10",44,,,,,,"Air Nunavut",,,1975,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,BFF
28080417,"2026-01-13 15:39:55","2026-01-13 15:39:55",ABFE5B,"United States","United States",N872GA,,,,,,"McDonnell Douglas",MD83,"McDonnell Douglas DC-9 83",53295,,,,,,"Allegiant Air",,,1991,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,AAY
28079581,"2026-01-13 15:30:36","2026-01-13 15:30:36",43C78A,"United Kingdom","United Kingdom",1022,,,,,,Eurofighter,EUFI,"Eurofighter Typhoon F2",CS028,,,,,,"Royal Saudi Air Force",,,2014,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,
28079507,"2026-01-13 15:29:20","2026-01-13 15:29:20",1558B3,Russia,Russia,RA-88243,,,,,,Yakovlev,YK40,"Yakovlev Yak-40 K",9641651,,,,,,RusLine,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-YK40
28078464,"2026-01-13 15:18:11","2026-01-13 15:18:11",4B1AA7,Switzerland,Switzerland,HB-KCL,,,,,,Maule,M7,"Maule M-7 235 Super Rocket",4054C,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-M7
28078444,"2026-01-13 15:18:05","2026-01-13 15:18:05",780411,China,China,B-3037,,,,,,Embraer,E145,"Embraer ERJ-145 LI",14501005,,,,,,"Tianjin Airlines",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GCR
28078198,"2026-01-13 15:15:22","2026-01-13 15:15:22",4B07B6,Switzerland,Switzerland,HB-CXY,,,,,,Reims/Cessna,C172,"Reims/Cessna F172N",1632,,,,,,Private,,,1977,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C172
28077793,"2026-01-13 15:10:25","2026-01-13 15:10:25",A3BA3F,"United States","United States",N33944,,,,,,Schweizer,GLID,"Schweizer SGS 2-33 A",404,,,,,,Private,,,1975,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLID
28077422,"2026-01-13 15:06:34","2026-01-13 15:06:34",E49693,Brazil,Brazil,PR-LBI,,,,,,Embraer,E550,"Embraer Praetor 600",55020122,,,,,,Embraer,,,2019,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-E550
