AircraftID,FirstCreated,LastModified,ModeS,ModeSCountry,Country,Registration,CurrentRegDate,PreviousID,FirstRegDate,Status,DeRegDate,Manufacturer,ICAOTypeCode,Type,SerialNo,PopularName,GenericName,AircraftClass,Engines,OwnershipStatus,RegisteredOwners,MTOW,TotalHours,YearBuilt,CofACategory,CofAExpiry,UserNotes,Interested,UserTag,InfoURL,PictureURL1,PictureURL2,PictureURL3,UserBool1,UserBool2,UserBool3,UserBool4,UserBool5,UserString1,UserString2,UserString3,UserString4,UserString5,UserInt1,UserInt2,UserInt3,UserInt4,UserInt5,OperatorFlagCode
28075837,"2026-01-13 14:47:40","2026-01-13 14:47:40",3D23FE,Germany,Germany,D-ELWO,,,,,,Piper,P28A,"Piper PA-28 180 Cherokee B",28-1706,,,,,,Private,,,1964,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28A
28075807,"2026-01-13 14:47:12","2026-01-13 14:47:12",A2A47C,"United States","United States",N27DP,,,,,,Piccard,BALL,"Piccard AX.6 Hot Air Balloon",711,,,,,,Private,,,1974,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
28075515,"2026-01-13 14:43:16","2026-01-13 14:43:16",A4A761,"United States","United States",N39959,,,,,,Taylorcraft,TAYB,"Taylorcraft BF",6618,,,,,,Private,,,1945,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-TAYB
28073666,"2026-01-13 14:22:58","2026-01-13 14:22:58",5113F2,Estonia,Estonia,"",,,,,,"",-GND,"Ground Vehicle",,,,,,,"Tallinn Airport",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN--GND
28072370,"2026-01-13 14:06:45","2026-01-13 14:06:45",A747B1,"United States","United States",N5685H,,,,,,Piper,PA16,"Piper PA-16 Clipper",16-297,,,,,,Private,,,1949,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA16
28072188,"2026-01-13 14:04:38","2026-01-13 14:04:38",A63318,"United States","United States",N499SA,,,,,,Boeing,B734,"Boeing 737 4K5SF",26316,,,,,,"Southern Air",,,1995,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,SOO
28071804,"2026-01-13 14:00:06","2026-01-13 14:00:06",46844C,Greece,Greece,SX-ABL,,,,,,Piper,PA46,"Piper PA-46 350P Malibu Mirage",4636020,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA46
28071137,"2026-01-13 13:52:11","2026-01-13 13:52:11",A22277,"United States","United States",N23691,,,,,,Taylorcraft,TAYB,"Taylorcraft BC-65",1425,,,,,,Private,,,1939,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-TAYB
28070614,"2026-01-13 13:46:19","2026-01-13 13:46:19",A4C1FF,"United States","United States",N4053K,,,,,,Ryan,NAVI,"Ryan Navion L-17A",NAV-4-1053,,,,,,Private,,,1947,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-NAVI
28070428,"2026-01-13 13:44:18","2026-01-13 13:44:18",A4A9BD,"United States","United States",N4UM,,,,,,Maule,M7,"Maule MX-7 180 Star Rocket",11063C,,,,,,Private,,,1989,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-M7
28070231,"2026-01-13 13:42:04","2026-01-13 13:42:04",A1C3D8,"United States","United States",N2124D,,,,,,Cessna,C172,"Cessna 172R Skyhawk",17281364,,,,,,Private,,,2006,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C172
28068841,"2026-01-13 13:25:58","2026-01-13 13:25:58",86DD46,Japan,Japan,JA845C,,,,,,Bombardier,DH8D,"Bombardier DHC-8 402",4101,,,,,,"Japan Air Commuter",,,2005,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,JAC
28068591,"2026-01-13 13:23:16","2026-01-13 13:23:16",ADA0F6,"United States","United States",N9777C,,,,,,Hiller,UH12,"Hiller UH-12E Raven",2173,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-UH12
28067313,"2026-01-13 13:09:08","2026-01-13 13:09:08",A97F38,"United States","United States",N7106A,,,,,,Piper,P46T,"Piper PA-46-500TP M500",4697619,,,,,,"Piper Aircraft Inc",,,2017,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P46T
28067056,"2026-01-13 13:06:01","2026-01-13 13:06:01",A4BE93,"United States","United States",N4045Q,,,,,,"Balloon Works",BALL,"Balloon Works Firefly 7 Hot Air Balloon",7887,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
28066965,"2026-01-13 13:05:00","2026-01-13 13:05:00",38205A,France,France,F-WWFH,,,,,,Dassault,F900,"Dassault Falcon 900LX",305,,,,,,"Dassault Aviation",,,2016,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,DSO
28066750,"2026-01-13 13:02:30","2026-01-13 13:02:30",88302B,Thailand,Thailand,HS-LAK,,,,,,Airbus,A339,"Airbus A330 941N",1933,,,,,,"Thai Lion Air",,,2019,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,TLM
28065917,"2026-01-13 12:52:10","2026-01-13 12:52:10",4B1833,Switzerland,Switzerland,HB-JEH,,,,,,Bombardier,GLEX,"Bombardier Global 6000",9523,,,,,,"Albinati Aeronautics SA",,,2012,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,LUC
28065469,"2026-01-13 12:47:05","2026-01-13 12:47:05",A868D0,"United States","United States",N6409B,,,,,,Cessna,C210,"Cessna 210M Centurion",21062760,,,,,,Private,,,1978,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C210
28065029,"2026-01-13 12:42:11","2026-01-13 12:42:11",84BCCA,Japan,Japan,JA22HY,,,,,,Robinson,R22,"Robinson R22 Beta II",2628,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-R22
28064683,"2026-01-13 12:37:38","2026-01-13 12:37:38",AA8545,"United States","United States",N777YY,,,,,,Bombardier,LJ60,"Bombardier Learjet 60",60-054,,,,,,"Charter Airlines LLC",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-LJ60
28064246,"2026-01-13 12:32:55","2026-01-13 12:32:55",C808A7,"New Zealand","New Zealand",ZK-GNX,,,,,,LET,GLID,"LET L-13 Blanik",025402,,,,,,Private,,,1972,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLID
28061446,"2026-01-13 12:01:15","2026-01-13 12:01:15",A9B39A,"United States","United States",N724NF,,,,,,Stoddard-Hamilton,GLAS,"Stoddard-Hamilton Glasair II",251,,,,,,Private,,,1984,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLAS
28061332,"2026-01-13 12:00:03","2026-01-13 12:00:03",0AC181,Colombia,Colombia,HK-4954,,,,,,"Avions de Transport Regional",AT76,"Avions de Transport Regional ATR 72 600",1092,,,,,,Avianca,,,2013,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,AVA
28060980,"2026-01-13 11:56:09","2026-01-13 11:56:09",AC95F2,"United States","United States",N91SR,,,,,,"Quad City",ULAC,"Quad City Challenger II",CH2-0501-2082,,,,,,Private,,,2003,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ULAC
28060671,"2026-01-13 11:52:16","2026-01-13 11:52:16",C05AD6,Canada,Canada,C-GIKJ,,,,,,Cessna,C188,"Cessna A188B AgTruck",18803094T,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C188
28060271,"2026-01-13 11:47:54","2026-01-13 11:47:54",A20386,"United States","United States",N229MC,,,,,,Cessna,C550,"Cessna Citation II",550-0229,,,,,,"NMC550 LLC",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C550
28059252,"2026-01-13 11:35:37","2026-01-13 11:35:37",A99224,"United States","United States",N7158V,,,,,,Mooney,M20P,"Mooney M.20E Chaparral 201",21-0053,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-M20P
28058731,"2026-01-13 11:29:39","2026-01-13 11:29:39",896073,"United Arab Emirates","United Arab Emirates",A6-EAP,,,,,,Airbus,A332,"Airbus A330 243",525,,,,,,Emirates,,,2003,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,UAE
28057492,"2026-01-13 11:15:54","2026-01-13 11:15:54",A506A7,"United States","United States",N4229G,,,,,,"Rocky Mountain Wings",ULAC,"Rocky Mountain Wings Ridge Runner II",008405891,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ULAC
28057074,"2026-01-13 11:11:38","2026-01-13 11:11:38",3E1D07,Germany,Germany,D-ICEP,,,,,,Cessna,C337,"Cessna 337F Super Skymaster",33701433,,,,,,Private,,,1972,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C337
28056681,"2026-01-13 11:06:32","2026-01-13 11:06:32",A7933B,"United States","United States",N5877E,,,,,,Cessna,C150,"Cessna 150",17377,,,,,,Private,,,1959,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C150
28055956,"2026-01-13 10:58:15","2026-01-13 10:58:15",4B2943,Switzerland,Switzerland,HB-PQH,,,,,,Piper,P28B,"Piper PA-28 235 Cherokee C",28-7410006,,,,,,Private,,,1973,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28B
28055908,"2026-01-13 10:57:37","2026-01-13 10:57:37",7C752B,Australia,Australia,VH-XFH,,,,,,Airbus,A332,"Airbus A330 243",1452,,,,,,"Virgin Australia",,,2013,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,VOZ
28055700,"2026-01-13 10:55:33","2026-01-13 10:55:33",A572C0,"United States","United States",N450GP,,,,,,"Gulfstream Aerospace",GLF4,"Gulfstream Aerospace G450",4121,,,,,,"AV13 LLC",,,2008,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLF4
28055240,"2026-01-13 10:49:57","2026-01-13 10:49:57",3D0A53,Germany,Germany,D-ECDV,,,,,,Reims/Cessna,C150,"Reims/Cessna F150K",0599,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C150
28054869,"2026-01-13 10:46:06","2026-01-13 10:46:06",71D453,"South Korea","South Korea",HL9453,,,,,,"MBB Kawasaki",BK17,"MBB Kawasaki BK.117",1060,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BK17
28054433,"2026-01-13 10:41:10","2026-01-13 10:41:10",AA246A,"United States","United States",N7524Q,,,,,,Cameron,BALL,"Cameron N-105 Hot Air Balloon",5861,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
28053724,"2026-01-13 10:32:35","2026-01-13 10:32:35",42417B,"Cayman Islands","Cayman Islands",VP-CGD,,,,,,Dassault,F900,"Dassault Falcon 900EX",65,,,,,,"Volkswagen AG",,,2000,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-F900
28052997,"2026-01-13 10:24:05","2026-01-13 10:24:05",A66B38,"United States","United States",N5120C,,,,,,Beech,BE35,"Beech Bonanza B35",D-2405,,,,,,Private,,,1950,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BE35
28052973,"2026-01-13 10:23:52","2026-01-13 10:23:52",8749E7,Japan,Japan,JA99DR,,,,,,"Textron Aviation",B350,"Textron Aviation King Air B350",FL-1076,,,,,,Corporate,,,2016,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B350
28052570,"2026-01-13 10:18:41","2026-01-13 10:18:41",A69129,"United States","United States",N522JE,,,,,,Champion,CH7A,"Champion Citabria 7ECA",417,,,,,,Private,,,1967,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-CH7A
28052416,"2026-01-13 10:16:48","2026-01-13 10:16:48",A15953,"United States","United States",N1860E,,,,,,Aeronca,CH7A,"Aeronca Champion 7AC",7AC-5427,,,,,,Private,,,1946,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-CH7A
28051740,"2026-01-13 10:09:15","2026-01-13 10:09:15",155004,Russia,Russia,RA-86020,,,,,,Ilyushin,IL76,"Ilyushin IL-76 M",083413403,,,,,,"Russian Air Force",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,
28049449,"2026-01-13 09:42:29","2026-01-13 09:42:29",A5C5E4,"United States","United States",N471M,,,,,,Hughes,H500,"Hughes 369 HS",114-0671S,,,,,,Private,,,1974,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-H500
28049327,"2026-01-13 09:41:04","2026-01-13 09:41:04",A643BC,"United States","United States",N5020F,,,,,,Fairchild-Hiller,FH11,"Fairchild-Hiller FH-1100",64,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-FH11
17912,"2022-02-16 07:49:47","2026-01-13 09:38:29",48421B,Netherlands,Netherlands,,,,,,,,-GND,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,Missing,,,,,0,0,0,0,0,GEN--GND
28049078,"2026-01-13 09:37:50","2026-01-13 09:37:50",A3ABE0,"United States","United States",N3358P,,,,,,Piper,PA23,"Piper PA-23 Apache 160",23-1313,,,,,,Private,,,1958,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA23
28048755,"2026-01-13 09:33:33","2026-01-13 09:33:33",A54C89,"United States","United States",N440VS,,,,,,Bellanca,B14A,"Bellanca Cruisair Senior 14-13-2",1096,,,,,,Private,,,1946,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B14A
28047956,"2026-01-13 09:24:04","2026-01-13 09:24:04",A3F3A6,"United States","United States",N35398,,,,,,Piper,J5,"Piper J-5 Cub Cruiser",5-648,,,,,,Private,,,1941,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-J5
28047172,"2026-01-13 09:14:20","2026-01-13 09:14:20",4242ED,Bermuda,Bermuda,VP-BOL,,,,,,Airbus,A320,"Airbus A320 214SL",6066,,,,,,"S7 Airlines",,,2014,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,SBI
28046593,"2026-01-13 09:07:21","2026-01-13 09:07:21",A3C037,"United States","United States",N3404E,,,,,,Aeronca,AR11,"Aeronca Chief 11AC",11AC-1728,,,,,,Private,,,1947,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-AR11
28045604,"2026-01-13 08:56:08","2026-01-13 08:56:08",46A8C6,Greece,Greece,SX-JFF,,,,,,Piaggio,P180,"Piaggio P-180 Avanti EVO",3002,,,,,,"Superior Air",,,2014,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P180
28044161,"2026-01-13 08:37:43","2026-01-13 08:37:43",AD0D29,"United States","United States",N940AA,,,,,,Sikorsky,H60,"Sikorsky UH-60A Blackhawk",70259,,,,,,"Aircraft Investment Holdings LLC",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-H60
28042446,"2026-01-13 08:17:12","2026-01-13 08:17:12",008143,"South Africa","South Africa",ZS-ALT,,,,,,Beech,B190,"Beech 1900 D",UE-94,,,,,,"Awesome Aviation P/L",,,1994,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B190
28041655,"2026-01-13 08:07:57","2026-01-13 08:07:57",00AED6,"South Africa","South Africa",ZS-RSN,,,,,,Eurocopter,EC35,"Eurocopter EC635 T2+",0858,,,,,,Private,,,2009,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-EC35
28041213,"2026-01-13 08:02:25","2026-01-13 08:02:25",A4A6B9,"United States","United States",N3991F,,,,,,Cessna,C172,"Cessna 172",36891,,,,,,Private,,,1958,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C172
28040209,"2026-01-13 07:47:41","2026-01-13 07:47:41",A00B2F,"United States","United States",N1013C,,,,,,"Air Command",CMDE,"Air Command 532 Elite",KAG73064,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-CMDE
28040192,"2026-01-13 07:47:30","2026-01-13 07:47:30",380559,France,France,F-BBKZ,,,,,,Nord,N120,"Nord 1203 Norecrin",68,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-N120
28040044,"2026-01-13 07:45:36","2026-01-13 07:45:36",44B593,Belgium,Belgium,OO-MLS,,,,,,Piper,P28R,"Piper PA-28R 200 Cherokee Arrow II",28R-7335221,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28R
28039432,"2026-01-13 07:36:43","2026-01-13 07:36:43",AC2805,"United States","United States",N8823A,,,,,,Beech,BE35,"Beech Bonanza B35",D-2368,,,,,,Private,,,1950,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BE35
28038733,"2026-01-13 07:27:59","2026-01-13 07:27:59",39306C,France,France,F-GMDM,,,,,,Sky,BALL,"Sky 105-24 Hot Air Balloon",094,,,,,,Private,,,1998,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
28038530,"2026-01-13 07:25:39","2026-01-13 07:25:39",A75CD9,"United States","United States",N57368,,,,,,Piper,PA34,"Piper PA-34 200 Seneca",34-7450054,,,,,,Private,,,1973,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA34
28037635,"2026-01-13 07:14:25","2026-01-13 07:14:25",ACF836,"United States","United States",N93495,,,,,,Bellanca,BL17,"Bellanca Super Viking 17-30A",73-30604,,,,,,Private,,,1973,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BL17
28036535,"2026-01-13 07:00:35","2026-01-13 07:00:35",AB3761,"United States","United States",N8213P,,,,,,Piper,PA24,"Piper PA-24 250 Comanche",24-3466,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA24
28036311,"2026-01-13 06:57:50","2026-01-13 06:57:50",009FFB,"South Africa","South Africa",ZS-MCG,,,,,,"Cirrus Design",SR22,"Cirrus Design SR22",2004,,,,,,Private,,,2006,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-SR22
28035118,"2026-01-13 06:43:25","2026-01-13 06:43:25",A0EEBE,"United States","United States",N15950,,,,,,Piper,PA32,"Piper PA-32 300 Cherokee Six",32-7340075,,,,,,Private,,,1973,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA32
28034871,"2026-01-13 06:40:21","2026-01-13 06:40:21",43C6B7,"United Kingdom","United Kingdom",ZK460,,,,,,"Hawker Beechcraft Corp",BE20,"Hawker Beechcraft Corp King Air 200GT",BY-90,,,,,,"Royal Air Force",,,2009,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,RRR
28034777,"2026-01-13 06:39:00","2026-01-13 06:39:00",A185EB,"United States","United States",N198AH,,,,,,"Airbus Helicopters",AS50,"Airbus Helicopters Squirrel AS.350 B",7987,,,,,,"Hillsboro Aviation Inc",,,2014,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-AS50
28033992,"2026-01-13 06:29:02","2026-01-13 06:29:02",AA3DD0,"United States","United States",N7590,,,,,,Schweizer,GLID,"Schweizer SGS 2-33 A",180,,,,,,Private,,,1970,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLID
28033311,"2026-01-13 06:19:59","2026-01-13 06:19:59",A0CCF1,"United States","United States",N1503A,,,,,,Piper,PA20,"Piper PA-20 135 Pacer",20-687,,,,,,Private,,,1953,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA20
28033269,"2026-01-13 06:19:24","2026-01-13 06:19:24",A2C21D,"United States","United States",N277SR,,,,,,"Raytheon Aircraft Company",H25B,"Raytheon Aircraft Company 125 850XP",258819,,,,,,"Cedar Creek Aviation LLC",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-H25B
28033219,"2026-01-13 06:18:52","2026-01-13 06:18:52",A8BE6A,"United States","United States",N6623B,,,,,,Bell,B407,"Bell 407 GX",54689,,,,,,"Bell Helicopter Textron Inc",,,2016,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B407
28033065,"2026-01-13 06:16:46","2026-01-13 06:16:46",A4BB45,"United States","United States",N4038Q,,,,,,Cessna,C402,"Cessna 401",401-0138,,,,,,Private,,,1967,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C402
28032987,"2026-01-13 06:15:50","2026-01-13 06:15:50",4B4065,Switzerland,Switzerland,HB-YKB,,,,,,Neico,LNC2,"Neico Lancair 360",755,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-LNC2
28031926,"2026-01-13 06:01:51","2026-01-13 06:01:51",7815D6,China,China,B-602U,,,,,,Bombardier,CL60,"Bombardier Challenger 650",6106,,,,,,"Dinglong Ocean Bay Resorts",,,2017,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-CL60
28031519,"2026-01-13 05:57:16","2026-01-13 05:57:16",AC4477,"United States","United States",N89RE,,,,,,Rotec,ULAC,"Rotec Rally 3A",25074,,,,,,Private,,,1982,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ULAC
28029882,"2026-01-13 05:36:49","2026-01-13 05:36:49",3945E9,France,France,F-GRPJ,,,,,,"Avions de Transport Regional",AT75,"Avions de Transport Regional ATR 72 500",724,,,,,,"Air Corsica",,,2005,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,CCM
28029209,"2026-01-13 05:27:24","2026-01-13 05:27:24",A412C4,"United States","United States",N3613,,,,,,Bowers,FB1A,"Bowers Fly Baby C.H.-1",H6469,,,,,,Private,,,1968,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-FB1A
28029178,"2026-01-13 05:27:09","2026-01-13 05:27:09",440459,Austria,Austria,OE-HPA,,,,,,"Gulfstream Aerospace",G280,"Gulfstream Aerospace G280",2013,,,,,,"Avcon Jet AG",,,2012,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,AOJ
28028357,"2026-01-13 05:15:30","2026-01-13 05:15:30",AC0C0B,"United States","United States",N87552,,,,,,Beech,B190,"Beech 1900 D",UE-216,,,,,,"Mission Air Support",,,1996,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B190
28028312,"2026-01-13 05:14:55","2026-01-13 05:14:55",AA2187,"United States","United States",N752AR,,,,,,"Hawker Beechcraft Corp",H25B,"Hawker Beechcraft Corp Hawker 900XP",HA-0024,,,,,,"American Renal Aviation LLC",,,2007,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-H25B
28026899,"2026-01-13 04:55:14","2026-01-13 04:55:14",A33614,"United States","United States",N306EV,,,,,,"McDonnell Douglas",MD90,"McDonnell Douglas MD-90 30",53568,,,,,,"EVA Air",,,1997,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-MD90
28026514,"2026-01-13 04:50:18","2026-01-13 04:50:18",A68182,"United States","United States",N5180C,,,,,,"Textron Aviation",C208,"Textron Aviation 208 EX",208B-5341,,,,,,"Textron Aviation Inc",,,2016,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C208
28025859,"2026-01-13 04:41:20","2026-01-13 04:41:20",ACFEA1,"United States","United States",N9362R,,,,,,Beech,BE18,"Beech 18 D / S",A-210,,,,,,Private,,,1946,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BE18
28025609,"2026-01-13 04:37:51","2026-01-13 04:37:51",3F3BB5,Germany,Germany,D-OIND,,,,,,"Balony Kubicek",BALL,"Balony Kubicek BB 42Z Hot Air Balloon",591,,,,,,Private,,,2008,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
28025575,"2026-01-13 04:37:26","2026-01-13 04:37:26",AC425E,"United States","United States",N8895U,,,,,,Cessna,C150,"Cessna 150M",15078016,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C150
28023276,"2026-01-13 04:07:00","2026-01-13 04:07:00",A26532,"United States","United States",N2531V,,,,,,Cessna,C170,"Cessna 170",18035,,,,,,Private,,,1948,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C170
28022362,"2026-01-13 03:52:48","2026-01-13 03:52:48",ADE104,"United States","United States",N9936T,,,,,,Cessna,C182,"Cessna 182D Skylane",18253036,,,,,,Private,,,1960,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C182
28022346,"2026-01-13 03:52:37","2026-01-13 03:52:37",4027C5,"United Kingdom","United Kingdom",G-BTYH,,,,,,Pottier,P80,"Pottier P.80S","PFA 160-11121",,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P80
28021567,"2026-01-13 03:37:42","2026-01-13 03:37:42",700282,Afghanistan,Afghanistan,XY-AIW,,,,,,"Avions de Transport Regional",AT75,"Avions de Transport Regional ATR 72 500",582,,,,,,"Air KBZ",,,1999,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,KBZ
28020449,"2026-01-13 03:14:55","2026-01-13 03:14:55",AC8C38,"United States","United States",N9075D,,,,,,"Balloon Works",BALL,"Balloon Works Firefly 9 Hot Air Balloon",F9-052,,,,,,Private,,,1991,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
28018710,"2026-01-13 02:46:19","2026-01-13 02:46:19",3F05D4,Germany,Germany,D-9533,,,,,,Glasflugel,GLID,"Glasflugel H206 Hornet",48,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLID
28018046,"2026-01-13 02:37:03","2026-01-13 02:37:03",C034A6,Canada,Canada,C-FTYJ,,,,,,Mooney,M20P,"Mooney M.20R Ovation",29-0118,,,,,,Private,,,1997,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-M20P
28017860,"2026-01-13 02:34:34","2026-01-13 02:34:34",A0BBDE,"United States","United States",N1464,,,,,,Laister-Kauffman,GLID,"Laister-Kauffman LK-10A TG-4A",81,,,,,,Private,,,1943,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLID
28017123,"2026-01-13 02:24:37","2026-01-13 02:24:37",0085D9,"South Africa","South Africa",ZU-FNT,,,,,,"Auster Aircraft",ACAR,"Auster Aircraft Auster J/5B Autocar",2916,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ACAR
28016937,"2026-01-13 02:22:00","2026-01-13 02:22:00",A11327,"United States","United States",N169AK,,,,,,Vans,RV9,"Vans RV-9 A",90374,,,,,,Private,,,2003,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-RV9
